candidate_id,review_text,source_tier,label,annotation_number
REV-0101728,GAHI UG BAHAW ANG CHICKEN MURAG KATONG TAG 35 SA AMONG KANTO. USELESS!,TIER_A_CONFIDENT,complaint,1582
REV-0101825,"spilled milk tea plus hilaw ang pearls, Mali ang ilang gehatag na order, instead na short order getagaan mn nako kog combo meal 😮‍💨😮‍💨 gutom na baya huhu . First order nako before okay mn unta",TIER_A_CONFIDENT,complaint,1583
REV-0101826,PERFECT PA AKOANG ORDER ANI OH! MAO NIUSAB KO UG ORDERR,TIER_A_CONFIDENT,not_complaint,1584
REV-0101876,ma'am/sir wrong order Ang niabot sa akua twice nani nahitabo Ang order nako last time is corned beef with rice and extra rice Ang niabot lechon kawali then karon nasad nahitabo lahi nasad Ang niabot,TIER_A_CONFIDENT,complaint,1585
REV-0101966,Dugay kaayo akong food,TIER_A_CONFIDENT,complaint,1586
REV-0102042,I wasn’t able to receive my crispy fries na included unta sa fully loaded meal!!!!! naa sad sa resibo!!!!,TIER_A_CONFIDENT,complaint,1587
REV-0102050,super nice ang service sa driver! also lami kaayo ang drink,TIER_A_CONFIDENT,not_complaint,1588
REV-0102062,nag oder ko ug sauce pero naka plastic ang naa 🤬🤬🤬,TIER_A_CONFIDENT,complaint,1589
REV-0102097,Wow very fresh ug lami ug daghan kaayog sauce... Sunod napud😊,TIER_A_CONFIDENT,not_complaint,1590
REV-0102152,sayop Ang gihatag nila nga coffee di mao akong gi order,TIER_A_CONFIDENT,complaint,1591
REV-0102201,"I am a fan jud ani ilang dinuguan, pero ang gi deliver sa akoa karon, kay maka disappoint, it's not the usual dinuguan na akong madawat everytime mag order ko.",TIER_A_CONFIDENT,complaint,1592
REV-0102432,"lami jud ang chicken skin, as always, pero missing ang vinger man oy 🥲",TIER_A_CONFIDENT,complaint,1593
REV-0102484,Lami jud ni pirme ilang food.,TIER_A_CONFIDENT,not_complaint,1594
REV-0102563,gamay lagi ang sabaw sa teokbokki karon 😞 close to dry,TIER_A_CONFIDENT,complaint,1595
REV-0102564,5 star gihapon kay lami man pero please ayaw kalimti ako extra egg next time huhu,TIER_A_CONFIDENT,complaint,1596
REV-0102599,grabe kalami sa ilang pancit guisado ug sinigang nga baboy. favorite jud ni namo sa ilaha. perfect!,TIER_A_CONFIDENT,not_complaint,1597
REV-0102630,"I’m a bit dissapointed kay ang pares overload kay maihap rang unod, it’s not my first time nga mag order nila, before overload gyud siya daghan kaayo unod but karon kay maka sad na🥲",TIER_A_CONFIDENT,complaint,1598
REV-0102783,"Ngano pan os man na luto inyong gihatag sa akoa, abi iay dina mabalik kay delivery ra😭😭😭",TIER_A_CONFIDENT,complaint,1599
REV-0103030,usa ra ang niabot nga lamaw instead of 2 nako nga order 😮‍💨😤,TIER_A_CONFIDENT,complaint,1600
REV-0103079,bogo ang ga prepare or dli kamao mobasa? ingnan sweet sauce tanan puro pud spicy gihatag,TIER_A_CONFIDENT,complaint,1601
REV-0103121,lami chicken pero Gamay lng Ang rice. need dugangan Gamay.,TIER_A_CONFIDENT,complaint,1602
REV-0103122,10/10. Kapila nko nkaorder dro and sulit rjud sya kay dako ang takoyaki nya lami pjud with different fillings to choose from. Will definitely order again soon.,TIER_A_CONFIDENT,not_complaint,1603
REV-0103193,"Wala kapasar sa akong taste,pero basin kamo lamian. sinabaw ra kaayo sa ug quality nga naay color.",TIER_A_CONFIDENT,complaint,1604
REV-0103397,It's my 4th order with them and the taste of their food is very consistent! Lami kaayo tanan ilang food as in esp the beef tapa!,TIER_A_CONFIDENT,not_complaint,1605
REV-0103399,Worth the price! Lami kaayo,TIER_A_CONFIDENT,not_complaint,1606
REV-0103403,ne request me ug spicy Peru dele spicy ang gehatag ug wla pud label nga chicken ba or beef shawarma nag mix tanan order namu,TIER_A_CONFIDENT,complaint,1607
REV-0103526,Wala moy klaro nag butang pako ug note na butangi ug toyomansi ug utensils wala jud. Pastilan,TIER_A_CONFIDENT,complaint,1608
REV-0103558,"Creamy Spinach dip is not known nga gigamitan ug mayonnaise. Cream cheese angg ginasagol, dili mayonnaise. PLEASE, so disappointing. THIS IS NOT WORTH THE PRICE.",TIER_A_CONFIDENT,complaint,1609
REV-0103561,thank you always dahnils.. lami permi templada sa  inyong mga sud.an.,TIER_A_CONFIDENT,not_complaint,1610
REV-0103568,Gamay ra kaayo ang gravy. Wala ra nag half sa sudlanan,TIER_A_CONFIDENT,complaint,1611
REV-0103654,superb kaayo ang letchon kawali yumyum kaayo ganahan pud akong partner sa ilang tocino. DAGHAN ILANG SERVING ❣️.,TIER_A_CONFIDENT,not_complaint,1612
REV-0103768,bulgogi meal na way cucumber murag menudo na baligya sa carenderia na tag 35. di mao ang chop sa meat ug timpla. di mao ang picture. Kimbap kay okay lang nothing special.,TIER_A_CONFIDENT,complaint,1613
REV-0103782,"Hoy amoang pagkaon wala ki deliver, ang softdrinks ra ang ki deliver. naunsa man mo, nanga pasmo nami diria, pati na kay studyante mi. 343 akong ki bayad unya wala man lang ninyo ki hatag ang pagkaon?",TIER_A_CONFIDENT,complaint,1614
REV-0103830,Namalhin na diay mo? Balik na mog IT Park palihug. 😭,TIER_A_CONFIDENT,complaint,1615
REV-0103849,"Walay lain sahog ang canton. repolyo lang. Tab-ang pjud 😩 Lahi ra sa uban chowking branch. Kapila njud! dili ko gnhan dri mag order pero walay lain branch mo gawas, ang rearest lang. hays",TIER_A_CONFIDENT,complaint,1616
REV-0103939,lami og sulit kaayo sa price,TIER_A_CONFIDENT,not_complaint,1617
REV-0103960,"gahi ang porkchop. murag overcooked nya, salt and pepper ato giorder human puro man to sili ang ako gkaon na wala man ko nag hot and spicy. never again! grabe pud kaparat. disappointing!",TIER_A_CONFIDENT,complaint,1618
REV-0104057,Lami kaayo as in. Cge ra gni kog order balik2 haha,TIER_A_CONFIDENT,not_complaint,1619
REV-0104075,"Sulit. Daghan ug serving. Parat ang fried rice, lami ang hotdog ug beefloaf. Good for two ang kadaghan sa beefloaf.",TIER_A_CONFIDENT,complaint,1620
REV-0104087,more than 1 hrs before naabot akong order. Will not order again!!!,TIER_A_CONFIDENT,complaint,1621
REV-0104092,"Kada-adlaw nalang mi sigeg order diri hahaahhaa. Guadalupe to Mandaue,wew! Pamaligya tawn mo ug drinks pleaseee.",TIER_A_CONFIDENT,not_complaint,1622
REV-0104129,"Generous kaayo ang servings! Pwede pang good for 2. Busog kaayo haha will order again! Lami ila pares though lami unta to ug naa’y pa chili garlic on the side. Ilang sisig lami sad. 5 stars, g!!",TIER_A_CONFIDENT,not_complaint,1623
REV-0104143,lami tanan!! especially the spring oreo frappe!,TIER_A_CONFIDENT,not_complaint,1624
REV-0104150,Lami tanan pero mas gamay lang ang chicken skin kaysa bbq big. Hehe.. pero lami xa over all!,TIER_A_CONFIDENT,complaint,1625
REV-0104189,gamay kaayo ang slice sa cake unlike sa una nakong palit ☹️,TIER_A_CONFIDENT,complaint,1626
REV-0104208,"Okay ra ang food, ang coke is very lasaw niya daghan kaayog ice. Dili na lasang coke.",TIER_A_CONFIDENT,complaint,1627
REV-0104212,lami jud..cravings solved..perfect!!!,TIER_A_CONFIDENT,not_complaint,1628
REV-0104234,larang isda ang gi order ngano utan ang gipadala.,TIER_A_CONFIDENT,complaint,1629
REV-0104238,Super lami jd kaayo ang garlic ug cheese!! 🤤,TIER_A_CONFIDENT,not_complaint,1630
REV-0104246,This is the best so far. Lami jud. Till next order.,TIER_A_CONFIDENT,not_complaint,1631
REV-0104303,"legit creamy ilang chocolate though i requested 100% ice and mura lang ug 50% gihatag  and the sweetness kay murag pang 100% though 50% girequest, reverse yarn",TIER_A_CONFIDENT,complaint,1632
REV-0104498,"13 pesos ang puso nga cute kaayo. May gani gibawi sa ginabot, suka og bombay. Nanug-ab ra man, in fairness. 😅",TIER_A_CONFIDENT,complaint,1633
REV-0104593,suki na gyud ko ani nila. always dabest ang ilahang food.,TIER_A_CONFIDENT,not_complaint,1634
REV-0104640,grabe gamay kaayo ang serving,TIER_A_CONFIDENT,complaint,1635
REV-0104683,Lami unya daghan pwede ra e ref if dili ma hurot unya lami gihapon bisag maugmaan sa ref kay murag icecream�,TIER_A_CONFIDENT,not_complaint,1636
REV-0104817,Bad serving. Padulong na ma pan os ang kan on and ang chicken. Ang gravy hastang gamaya.,TIER_A_CONFIDENT,complaint,1637
REV-0104861,wa jd mi nag mahay sa among gi order lami kaayo tanan wala jd gi tipid sa sahog then init pa kaayo pag abot❤️,TIER_A_CONFIDENT,not_complaint,1638
REV-0104924,"Really delish, pero daghan ra jud kaayo ang rice. Maka-overwhelm sa kadaghan.",TIER_A_CONFIDENT,complaint,1639
REV-0104986,ang apple green tea bana wajud lasa jusko sayang lang among kwarta!!! maytag tarungon ninyo sunod unsa man mo,TIER_A_CONFIDENT,complaint,1640
REV-0105007,Thank you for the free drink. ❤ always lami jd ang mga food,TIER_A_CONFIDENT,not_complaint,1641
REV-0105148,"Suki mn ko aning wow lechon pero murag lahi ma jud run gamay nalang serving sa wowfan rice nila nya nisaka pa jud ang presyo, sa una sulit karon sakto nalang. any ways lami japun ang foods.",TIER_A_CONFIDENT,complaint,1642
REV-0105241,"kapila Nami nag order saakong uyab Ani Nila barato na lami pa, na disappoint rajud mi karung gabhiuna Kay quickmelt ang cheese nga ang order namo mozzarella. Bugnaw pajud ang pizza pag abot",TIER_A_CONFIDENT,complaint,1643
REV-0105292,nigamay ang pizza nya ang toppings  gireduce pud pero lami mn pud hinoon,TIER_A_CONFIDENT,complaint,1644
REV-0105342,"Kuya Panda was excellent & non-chalant👌🏻 Salamat ya, PAG amping prmi. lami jd akong order pod Pabugnaws utok Kay day off hahaha. salamat salamat.",TIER_A_CONFIDENT,not_complaint,1645
REV-0105456,Fresh and lami jud sya 😍,TIER_A_CONFIDENT,not_complaint,1646
REV-0105461,"lami kaau.. crispy,sulit kaau Ang letchon",TIER_A_CONFIDENT,not_complaint,1647
REV-0105568,KITAA AKO NOTE PLEASE NAAY NAKA BUTANG NOT LEG PERO INYO GINHATAG PURO LEG.. WALA KOY LABOT UG DILI MA DAYON AKO ORDER KY I DONT EAT LEG.Last time naa pud blood ako chicken hope kasambot inyo manager.,TIER_A_CONFIDENT,complaint,1648
REV-0105569,dugay kaayu inyong serving,TIER_A_CONFIDENT,complaint,1649
REV-0105662,naka timing kog doscount and sulit kaayo plus lami,TIER_A_CONFIDENT,not_complaint,1650
REV-0105770,PLEASE READ DELIVERY INSTRUCTIONS PARA DILI MAG BALIK BALIK UG TAWAG,TIER_A_CONFIDENT,complaint,1651
REV-0105939,"Thank you kuya for the wait po and unta walay magcancel saimong order, amping kanunay.",TIER_A_CONFIDENT,not_complaint,1652
REV-0106024,The bun i thought it was pan cake. Not pandesal. Lahi ra kaayo sa picture kontra personal. Hope unsay naa sa picture same sa personal an order.,TIER_A_CONFIDENT,complaint,1653
REV-0106075,"guys tilawi ninyo , lami ang kari2 og ang kinilaw , so far ang ila kari2 rjud ako nalamian dri sa cebu , na amaze ko.. bisag walay bagoong lami jud sya..",TIER_A_CONFIDENT,not_complaint,1654
REV-0106149,Unsaon nako ang lemonsito ug walay sauce sa siomai,TIER_A_CONFIDENT,complaint,1655
REV-0106196,LAMIA KAAYO SA MGA CAKE OY😍😍😍UNTA NEXT MONTH DAGHAN VOUCHER🙏🏿,TIER_A_CONFIDENT,not_complaint,1656
REV-0106214,Of course super delicious but Dugay kaau na abot😵,TIER_A_CONFIDENT,complaint,1657
REV-0106355,lami kaayo boss 3times nko nka order😁🤙,TIER_A_CONFIDENT,not_complaint,1658
REV-0106388,way ayo kadugayan tab ang na kaayu  wala pajuy nata way klarexs peace and love,TIER_A_CONFIDENT,complaint,1659
REV-0106508,pait kaayu bati pag ka brew. usual order ni nako so i know if na lahi ba ang taste,TIER_A_CONFIDENT,complaint,1660
REV-0106611,"ka worthy sa ilang foods bisan layo kaayo ko nag-order naa rako sa Don Jol Llorente St,Cebu City, akong order kay enit pa kaayo then affordable then super  lame , 3x order nko ni,order namo guys😁🤗.",TIER_A_CONFIDENT,not_cebuano_english,1661
REV-0106657,lami tanan! takoyaki and fries! kuwang nasad! 🤣,TIER_A_CONFIDENT,complaint,1662
REV-0106674,Lami pero lain lang ang cuts sa pork steak murag pork strips sa kanipis ug nalumos sa sabaw sobra lang pud pagka shrinkflation,TIER_A_CONFIDENT,complaint,1663
REV-0106716,lami jud. best takoyaki in cebu na ako natilawan 💯,TIER_A_CONFIDENT,not_complaint,1664
REV-0106743,"lechon manok kay bahaw dili fresh...tsk3..plss next time if u do business, make sure it is fresh....kapila nako nag order sa inyuha plss don't disappoint ur customers...",TIER_A_CONFIDENT,complaint,1665
REV-0106854,"disappointed ko gamay sa mga gulay nga dahon,klaro kaau nga itom2 na ug pungango sa sili nga itom,nextime tanggali nlng tingalig pungano😔",TIER_A_CONFIDENT,complaint,1666
REV-0106861,"Murag wala pajud na set ang sauce, half sa toppings ug cheese nabutang jud sa other side sa pizza ug kilid sa box. First time pani nahitabo after pila ka time namo nag order sa albertos.",TIER_A_CONFIDENT,complaint,1667
REV-0106888,Gamay ang whole chicken unya dile na init pagka deliver ang sauce kay gamay kaayo. Good for 1-2 person rajud.,TIER_A_CONFIDENT,complaint,1668
REV-0106893,as always. lami ilang food.,TIER_A_CONFIDENT,not_complaint,1669
REV-0106906,1st time nako nag order ani. lami ang lechon manok pero nganong walay liog sa manok? 😞 pero lami jud syaaa.,TIER_A_CONFIDENT,complaint,1670
REV-0106907,Lami tanan . craving satisfied,TIER_A_CONFIDENT,not_complaint,1671
REV-0106949,Lami kaayo jud ang pares and lomi! Super sulit.,TIER_A_CONFIDENT,not_complaint,1672
REV-0107005,"Bogo ang gaandam sa pagkaon! Kabalo ka mobasa?! Balik ug kinder , unsaon ning ngohiong na walay sauce? paig pajud Utok palihog!",TIER_A_CONFIDENT,complaint,1673
REV-0107086,"Lami ang lechon manok ug liempo, worth it kaayu ang pagtake sa risk kay gamay pa ug review so far.  Salamat pod sa delivery rider.",TIER_A_CONFIDENT,not_complaint,1674
REV-0107225,"Way lami inyung Creamy Cheese po, promise HAHAHAHAHAH. Kaduha nakonnag order abe nakug namali ra ug luto pero ing ato jud diay sya😂",TIER_A_CONFIDENT,complaint,1675
REV-0107303,the food is good. apil sad ang shake. pero daghan gagmay na cellophane sagol sa mango shake po,TIER_A_CONFIDENT,complaint,1676
REV-0107313,as always lami kaau ang pochero ug pancit 😊👏 buntit satisfied,TIER_A_CONFIDENT,not_complaint,1677
REV-0107385,Lami kaayo ilang lechon. our,TIER_A_CONFIDENT,not_complaint,1678
REV-0107658,suki here! lami jud ang pizza,TIER_A_CONFIDENT,not_complaint,1679
REV-0107685,Gamay kaayo ang serving,TIER_A_CONFIDENT,complaint,1680
REV-0107700,dugay kaayo lapas 1hour!,TIER_A_CONFIDENT,complaint,1681
REV-0107769,The best jud ang Haveli king ug Sulit ilang food . wala jud ko nag mahay na nag order ko sa ilaha . please maintain gihapon ang serving sa Chicken Masala ug Chicken Biryani ☺️,TIER_A_CONFIDENT,not_complaint,1682
REV-0107893,"Good evening chowking marina mall, pirme nako mag order sa inyoha pero karon lang gyud ni nahitabo kulang akoa order walay halo-halo hope unta ma take action kay sakto og bayad kuwang ang pagkaon",TIER_A_CONFIDENT,complaint,1683
REV-0107926,inyuha chicken Gamay ra kaayu,TIER_A_CONFIDENT,complaint,1684
REV-0107939,"Di ko fan. Kapila nako kaon sa lahi2 na siomaian sa tisa, but di ko fan ani.",TIER_A_CONFIDENT,complaint,1685
REV-0107970,lami gyud. cge kog order direa,TIER_A_CONFIDENT,not_complaint,1686
REV-0108211,lami nga puto maya kay lasang puto maya gyud nga medyo malasahan pa ang luy a unlike sa uban nga wala gyud. barato pajud,TIER_A_CONFIDENT,not_complaint,1687
REV-0108230,Dugay kaayo. Wa man gyud nag message ang rider. Luyat na ang burger ug ang float ning float na gyud,TIER_A_CONFIDENT,complaint,1688
REV-0108244,"Chicken pesto is 3 out of 5 stars lang. Please pakichange sa picture sa menu ninyo diri and pakiupdate ang description, nag expect ko nga ""cheesy"" sya (dili ko pasta expert). Iced coffee is 5/5 still.",TIER_A_CONFIDENT,complaint,1689
REV-0108246,dili gihapon mo basa sa special instructions,TIER_A_CONFIDENT,complaint,1690
REV-0108280,substandard Ang sauce parat Ra kaau Ang rice niya gahi sad Rice cxa ug bahaw☺️,TIER_A_CONFIDENT,complaint,1691
REV-0108297,Very well appreciated kaayo sa mga staff there nga mo effort jud ug suwat sa notes huhuhuhu Thank you kaayo.,TIER_A_CONFIDENT,not_complaint,1692
REV-0108392,"lami gyd inyu cake 1st. time namo palit ani ..lami gyd cya dili kaau tam,is dili sad pait ..ang uban gud nga cake basta ube KY pait Peru inyu lami cya dili pgyd harahat SA totonlan .. thank you ☺️",TIER_A_CONFIDENT,not_complaint,1693
REV-0108444,UNSAON PAG KAON ANI NGA WALAY UTENSILS??? may sauce ra baaaaa. ka very good na lng juuuuud.,TIER_A_CONFIDENT,complaint,1694
REV-0108583,bugoya gi safety paman ang brownies akong order. dugay nako ga order dre karon pa naay ingani. nice one,TIER_A_CONFIDENT,not_complaint,1695
REV-0108593,Lami ilang food. First time nku mg order dri na branch. Thank you.,TIER_A_CONFIDENT,not_complaint,1696
REV-0108638,dabest matcha so far na natilawan nako diria unta 24/7 namo open kay di tamo maabtan open inig shift nako 🥹,TIER_A_CONFIDENT,not_complaint,1697
REV-0108775,oily kaayo ang rice murag gi sabawan ug mantika,TIER_A_CONFIDENT,complaint,1698
REV-0108796,not satisfied sa bulalo kay lasag mais murag ang mais ang gipabukalan maayo pero salamat nabusog japon tungod sa sisig,TIER_A_CONFIDENT,complaint,1699
REV-0108852,WAY SUBAK AND CURRY OY UNSA MANI SARSA RA TANAN KAMAHAL ANI NGA SARSA!!??,TIER_A_CONFIDENT,complaint,1700
REV-0108936,so far lami tanan akong na try. ang white rabbit ra wala kaayo ko ganahi pero for sure naa jud maganahan sa iyaha.,TIER_A_CONFIDENT,complaint,1701
REV-0108937,gamaya sa portion sa lechon kawali uy worth 200 pesos. discounted oagi pero hastang gamaya .dili mani garlic chix. battered chix mani..haiz last na nako ni order promise.,TIER_A_CONFIDENT,complaint,1702
REV-0108984,Careful sa pag prepare naa buhok (hair) ang akoa na receive na order. :-(,TIER_A_CONFIDENT,complaint,1703
REV-0108990,lami.a gyud sa Bo's oi..Truly the best 😘,TIER_A_CONFIDENT,not_complaint,1704
REV-0109078,lami and daghan ang portions,TIER_A_CONFIDENT,not_complaint,1705
REV-0109106,poryabuyag kapila nkog order ug spicy steam fried rice.pero dli jud spicy ang ihatag makalagot pud bya kong permintihon na.😏,TIER_A_CONFIDENT,complaint,1706
REV-0109270,Ang beef pares special halos sabaw tanan. Maihap ra ang unod. Very disappointing. Ilisdan guro ang description uy kay mag expect ang buyer nga enough ilang order pero pag abot dli diay.,TIER_A_CONFIDENT,complaint,1707
REV-0109589,Super satisfied👌 lami kaayo,TIER_A_CONFIDENT,not_complaint,1708
REV-0109634,hahaha ikapila na nko order ani wala pako katilaw kai akong asawa moi pirme maka tilaw pero lami gyud daw,TIER_A_CONFIDENT,not_complaint,1709
REV-0109713,"Beef steak with rice and chicken skin with their very own lasagna, LAMIA JOD OY! 🥺 I want more. 1st time ordering this combo SULIT BUSOG JOD SANGKOS LANGIT nya lami pajod. Salamat. #1 here",TIER_A_CONFIDENT,not_complaint,1710
REV-0109759,"as usual, super lami kaayo. my fav from now on.",TIER_A_CONFIDENT,not_complaint,1711
REV-0109785,Ni dutay ang sauce and ang pork bbq kay gahi kaayo. Ni pay pko extra for priority delivery pero dugay ra gihapon ang delivery what a waste of money,TIER_A_CONFIDENT,complaint,1712
REV-0109802,Lami gihapon but mas lami if didto kaonon kay unli naay big bowl to mix it and I guess the experience of the bystung crowd really adds up to the hype!,TIER_A_CONFIDENT,not_complaint,1713
REV-0109810,"i ordered hot coffee, cold man ang naabot naunsa man tawun mo dugay pa kaau",TIER_A_CONFIDENT,complaint,1714
REV-0109823,"grabe ra kaau ka dugay, not cool",TIER_A_CONFIDENT,complaint,1715
REV-0109831,suki ko dri since opening nila ug lami ilang mix seafoods fav sa ako partner then ilabg chicken with lain² sauce fav sad nako 🙌,TIER_A_CONFIDENT,not_complaint,1716
REV-0109879,"Please be mindful to your rice MAAM/Sir . Mura kog nag kaon ug lugaw , kulang nalang ug gamay’ng tubig lugaw na .",TIER_A_CONFIDENT,complaint,1717
REV-0109938,Lami unta pero unsaon man namo pag inom kung walay straw nga gi hatag?,TIER_A_CONFIDENT,complaint,1718
REV-0110006,"gamay ra kaayo ang mga ingredients karon 😔 bola⁶ halos mga 7pcs ra, cappage maihap rapud, murag gi respertaran ra pagka luto 😔",TIER_A_CONFIDENT,complaint,1719
REV-0110048,dugay kaayu ka andam ang restaurant better if daghan tao sa store dli sila mo take order from Panda/Grab almost hour para prepare ang food,TIER_A_CONFIDENT,complaint,1720
REV-0110055,"atay kwangan ang order nga naabot, sakto mig gibayad niya kulang ang items. palihug kog tarong ug prepare.",TIER_A_CONFIDENT,complaint,1721
REV-0110115,Lami siya but hinay lang jud ang serving time it takes 1hr and maybe 20mins..,TIER_A_CONFIDENT,complaint,1722
REV-0110118,puro lubot walay thigh or breast lubot tanan,TIER_A_CONFIDENT,complaint,1723
REV-0110194,Lami kaayo and generous portion super sulit! Hope it doesn’t change,TIER_A_CONFIDENT,not_complaint,1724
REV-0110222,"ana ko sa note, walay ahos pero gibutangan gihapon.",TIER_A_CONFIDENT,complaint,1725
REV-0110557,"grabe kagamay ang portion. murag half ra sa liempo per order. mas maayu pa sa ubang liempohan dakog portion unya pareho2x ra silag presyo dri. dugay kaayu naabot ang rider, traffic daw bisag wa jud.",TIER_A_CONFIDENT,complaint,1726
REV-0110585,"lami tanan, nindot sad og packaging, thank you 🥰",TIER_A_CONFIDENT,not_complaint,1727
REV-0110629,grabe ka worth it ang monggo with pork. lami and humok ang pork. salamat kaayo po.,TIER_A_CONFIDENT,not_complaint,1728
REV-0110962,Walay Drinks ! Naay drink ang akong order !,TIER_A_CONFIDENT,complaint,1729
REV-0111058,Lami ang classic beef pero ang chorizo ky murag daan😧,TIER_A_CONFIDENT,complaint,1730
REV-0111337,"Way lami ang fresh mango frappe, abi kog pure powder diay then di jud sya lami.",TIER_A_CONFIDENT,complaint,1731
REV-0111381,"Gamay kaayo Ang chicken even nga large meal akong gi order grabi mas dako pa Ang rice , bugnaw na pagud",TIER_A_CONFIDENT,complaint,1732
REV-0111544,They did it again. Kulang akong order ug 1.,TIER_A_CONFIDENT,complaint,1733
REV-0111586,"Food arrived piping hot! Solb kaayo ang kabusog! I personally love Wingers’ chicken kay laho rajud ilang timpla. Lami balik-balikon, di jud ka pul-an. Packaged well maong walay nasayang pagdeliver 🫰",TIER_A_CONFIDENT,not_complaint,1734
REV-0111596,first time ordering. lami tanan food and neat packaging. will def order again <3,TIER_A_CONFIDENT,not_complaint,1735
REV-0111602,Thai Green Matcha para may something na spoil lahi ug lasa. I think pan.os ang milk ang thai is okay ra ang matcha ra ang lahi.,TIER_A_CONFIDENT,complaint,1736
REV-0111687,"Bilib jud ko ani nila kay wala jud gitipid sa asin ang fries, astang parata. Partida, wala pa gisagul ang Cheese powder ani ha. Gusto cguro nila tungabon pud nko ning mcflurry kay wla my kutsara apil.",TIER_A_CONFIDENT,complaint,1737
REV-0111717,Ang mantika murag kapila gigamit Lagom Ang foods ug dii na nimo malasahan Ang food Kay murag one mantika for all.,TIER_A_CONFIDENT,complaint,1738
REV-0111811,Naga order po ko everytime sainyuha tungod sa init na sabaw. Pero karun ting ulan unta init inyuha Gina serve most especially BULALO or any sabaw menu ninyo.,TIER_A_CONFIDENT,complaint,1739
REV-0111813,"ganahan baya unta ko ani pero this time, mura kog nikaon ug uling na tam is. itom na tanan, way ilis ilis ug mantika. atay",TIER_A_CONFIDENT,complaint,1740
REV-0111962,"the fried pig is tab-ang man, dili pirmi same ang timplada sa ilang luto",TIER_A_CONFIDENT,complaint,1741
REV-0111988,As always nga fave nako bawlang ngano,TIER_A_CONFIDENT,not_complaint,1742
REV-0112113,Well-packed ug ni abot ra sa ETA! Init pa jud ang foods pag-abot bisan perti ka sudlonon dri sa amoa and nasunod jud nga puro thigh parts ang fried chicken! Salamat!,TIER_A_CONFIDENT,not_complaint,1743
REV-0112197,Ilisi ni ninyo akong order gilood ko murag gikan mani sa lapok Nganong itom man!!!! Grabi na Inyo service uy! Nawagtangan kog gana og kaon!!!!!!,TIER_A_CONFIDENT,complaint,1744
REV-0112223,"so many times naku nag order here. but this time, disappointed kaayo mi. gamay ang manok. murag kinuhaan",TIER_A_CONFIDENT,complaint,1745
REV-0112233,1hr ayha ni abot among order,TIER_A_CONFIDENT,complaint,1746
REV-0112248,wala mi gitagaan og sauce pero lami jd ilang manok and liempooo,TIER_A_CONFIDENT,complaint,1747
REV-0112258,Champion trio akong order pero champorado ang niabot nko 😂 sagdi nlng kay lami bya infairness init2 pa,TIER_A_CONFIDENT,complaint,1748
REV-0112351,"2 orders nako sa beef siomai lami kaayo sya, pero sa 3rd order namo mura syag hilaw or murag daan na siomai or bahaw na. ang chili garlic lami kaayo ganahan mis kahalang.",TIER_A_CONFIDENT,complaint,1749
REV-0112368,bahu and langsa ambot nganu. gave it a second chance kay first order same exp pud. same ra pud ghapon diay. sorry po.,TIER_A_CONFIDENT,complaint,1750
REV-0112444,lami jud kaayu ang matcha lava cream. Dako pa jud kaayu ang chicken cheese burger 🤤,TIER_A_CONFIDENT,not_complaint,1751
REV-0112472,Grabe disappointed kaayo ko gabie. Ika 10 na nakog order ug bulalo ninyo kay lamian jud ko. Kagabie ang naabot samoa is baho kaayo murag dugay na ang baka. This is not aling Paz nga bulalo na fav nako,TIER_A_CONFIDENT,complaint,1752
REV-0112480,Please ayaw pd grabehag reuse ang cooking oil. Malasahan jd nimo ang oil sa fries and then naa nay mga black2 na sagbot. Im gonna,TIER_A_CONFIDENT,complaint,1753
REV-0112628,Kind of disappointed sa all beef. kapila nako nakaorder dri sa ila pero karon kay makadisappoint. gitipid nila ang toppings . this will be the last time mag.order ko dri,TIER_A_CONFIDENT,complaint,1754
REV-0112643,"pag dli unta available,yaw e butang sa menu.. asa man ang chicken pops kung puro fries mn d i inyo ihatag..",TIER_A_CONFIDENT,complaint,1755
REV-0112665,"Lami, daghan ang serving. Thanks!!🤍",TIER_A_CONFIDENT,not_complaint,1756
REV-0112732,You will get what you pay for! Very lami. This is our third time ordering and we get the same quality jud. The serving size is great. Mabusog gyud ka. Will definitely order again and again!,TIER_A_CONFIDENT,not_complaint,1757
REV-0112775,lami ang mango shake ❤️❤️ and ordered chicken fillet for the nth time kay ganahan jud ko,TIER_A_CONFIDENT,not_complaint,1758
REV-0113017,for the second time ordering pero nigamay na ang serving unlike my first. Pero okay ra,TIER_A_CONFIDENT,complaint,1759
REV-0113056,"As always, lami jud inyong food.",TIER_A_CONFIDENT,not_complaint,1760
REV-0113237,"Gamay ra kaayo ang fries mura rag wala ge luto as in, and the chicken is baho niya naa pay balahibo.",TIER_A_CONFIDENT,complaint,1761
REV-0113336,Generous portion. Decent flavor for its price. Mej daghan rice ang maki pero dako jud siya compared to other store. Mej daghan sad toyo sa rice sa katsudon. (I-note nalang nko less toyo next time <3,TIER_A_CONFIDENT,complaint,1762
REV-0113434,"GRABE KA LATA ILANG CHAOFAN RICE, UNYA ILANG CHICKEN KAY NAAY DUGO",TIER_A_CONFIDENT,complaint,1763
REV-0113544,Lami kaayo ilang food! I’ll order here pirmenti :))) my new fav merchant,TIER_A_CONFIDENT,not_complaint,1764
